iteration,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time
583,"{'num_layers': 2, 'units_per_layer': 101, 'activation': 3, 'learning_rate': 0.035276564628012555, 'batch_size': 256, 'dropout_rate': 0.27316654402492896, 'l2_reg_strength': 0.00010952577175598081}",bayesian,1.077998615582784,1.0407227993011474,73.1,75.2,9.737582206726074,7288.187471151352
584,"{'num_layers': 2, 'units_per_layer': 93, 'activation': 2, 'learning_rate': 0.16330781039751435, 'batch_size': 32, 'dropout_rate': 0.0725923295596158, 'l2_reg_strength': 0.006436440440345194}",bayesian,0.11878898692131043,0.26536972522735597,96.53333333333333,92.2,13.057862281799316,7301.245333433151
585,"{'num_layers': 1, 'units_per_layer': 100, 'activation': 3, 'learning_rate': 0.011952825528240682, 'batch_size': 32, 'dropout_rate': 0.2590801901369105, 'l2_reg_strength': 7.565213770792934e-07}",bayesian,0.27355376652876534,0.34880269956588744,92.53333333333333,88.8,11.689883947372437,7312.935217380524
586,"{'num_layers': 1, 'units_per_layer': 101, 'activation': 1, 'learning_rate': 0.00014689043137750384, 'batch_size': 32, 'dropout_rate': 0.14760763189740717, 'l2_reg_strength': 0.0013479891056855436}",bayesian,0.22467657367388408,0.3669714479446411,93.13333333333334,88.4,12.614266395568848,7325.5494837760925
587,"{'num_layers': 3, 'units_per_layer': 105, 'activation': 1, 'learning_rate': 0.0065532172323762745, 'batch_size': 128, 'dropout_rate': 0.45909394926443925, 'l2_reg_strength': 0.004168863228406079}",bayesian,0.6760477371215821,0.5211346673965455,78.8,85.0,11.150516510009766,7336.700000286102
588,"{'num_layers': 1, 'units_per_layer': 85, 'activation': 2, 'learning_rate': 0.08960911407542052, 'batch_size': 128, 'dropout_rate': 0.4694291841792992, 'l2_reg_strength': 0.00017992378224294966}",bayesian,0.32762460430463153,0.38819608902931213,91.0,89.6,10.887112855911255,7347.587113142014
589,"{'num_layers': 2, 'units_per_layer': 93, 'activation': 1, 'learning_rate': 0.010838642362619269, 'batch_size': 32, 'dropout_rate': 0.5235076350398816, 'l2_reg_strength': 6.531904906041108e-05}",bayesian,0.7359423999786376,0.4914095296859741,74.66666666666667,85.0,12.361518383026123,7359.94863152504
590,"{'num_layers': 1, 'units_per_layer': 98, 'activation': 1, 'learning_rate': 0.0008919949485423787, 'batch_size': 16, 'dropout_rate': 0.5938844139895268, 'l2_reg_strength': 3.916946585649031e-06}",bayesian,0.6074605690638224,0.38025631368160245,80.46666666666667,89.2,15.128575086593628,7375.077206611633
591,"{'num_layers': 3, 'units_per_layer': 62, 'activation': 2, 'learning_rate': 0.001350020806892219, 'batch_size': 256, 'dropout_rate': 0.07506880200324426, 'l2_reg_strength': 0.00012030471057239382}",bayesian,0.30205552236239114,0.3961811556816101,93.0,88.6,9.529726266860962,7384.606932878494
592,"{'num_layers': 3, 'units_per_layer': 16, 'activation': 2, 'learning_rate': 0.0316308455548151, 'batch_size': 128, 'dropout_rate': 0.2896082513996564, 'l2_reg_strength': 0.0011217574396936848}",bayesian,1.1657591937383016,0.9581441969871521,68.06666666666666,78.0,9.986131191253662,7394.593064069748
